tournament_id,team_id,player_id,jersey_number
WC14,COL,P-01505,4
WC06,CIV,P-14259,7
WC02,ESP,P-08514,9
WC18,FRA,P-98287,13
WC22,ESP,P-49008,14
WC02,FRA,P-56735,3
WC22,IRN,P-29864,8
WC22,AUS,P-35837,7
WC06,CIV,P-31283,1
WC10,USA,P-77238,6
WC02,SWE,P-59548,17
WC10,ESP,P-56330,6
WC18,TUN,P-02778,19
WC06,IRN,P-47539,9
WC18,FRA,P-69451,15
WC22,TUN,P-64924,24
WC02,BEL,P-91831,14
WC02,ECU,P-74323,7
WC02,SWE,P-56718,4
WC14,BRA,P-32798,3
WC06,AUS,P-78071,9
WC14,USA,P-41052,14
WC22,MEX,P-19618,8
WC22,JPN,P-75751,13
WC02,TUR,P-52032,2
WC02,ARG,P-25906,16
WC06,ESP,P-70144,17
WC18,COL,P-16245,14
WC22,ECU,P-13321,8
WC10,GHA,P-49882,9
WC06,AUS,P-91832,2
WC14,BRA,P-43410,17
WC06,ESP,P-28485,3
WC14,BEL,P-25209,11
WC18,JPN,P-20127,23
WC22,BEL,P-48955,7
WC10,JPN,P-90491,16
WC06,TUN,P-61670,20
WC06,SWE,P-65907,21
WC06,MEX,P-92932,1
WC10,MEX,P-01835,12
WC14,JPN,P-33175,4
WC18,ESP,P-52217,1
WC06,AUS,P-06754,19
WC18,PAN,P-02886,5
WC14,JPN,P-85824,15
WC10,AUS,P-06754,9
WC02,TUN,P-52641,1
WC02,BEL,P-34376,8
WC02,SEN,P-35019,15
WC10,CIV,P-25398,4
WC22,FRA,P-30711,1
WC14,ITA,P-01292,14
WC10,FRA,P-31668,10
WC18,EGY,P-29161,13
WC02,BEL,P-71601,4
WC14,USA,P-07475,17
WC22,TUN,P-29063,14
WC22,QAT,P-38732,10
WC06,FRA,P-93048,6
WC18,ARG,P-16352,20
WC06,KOR,P-04977,16
WC06,ENG,P-99967,9
WC10,GHA,P-01945,13
WC06,CIV,P-48722,2
WC06,ECU,P-19156,11
WC22,AUS,P-20087,9
WC18,MAR,P-46553,14
WC26,ARG,P-29298,6
WC26,FRA,P-64077,10
WC26,ECU,P-52697,7
WC26,CAN,P-01925,17
WC26,MEX,P-64182,10
WC26,MAR,P-42517,19
WC26,JPN,P-22633,9
WC26,ESP,P-60716,2
WC26,CAN,P-96259,11
WC26,BEL,P-84852,14
WC26,ENG,P-92628,5
WC26,CAN,P-71727,26
WC26,ESP,P-92513,1
WC26,MEX,P-64299,14
WC26,IRN,P-53957,10
WC26,ENG,P-10501,20
WC26,IRN,P-74612,13
WC26,BEL,P-95312,17
WC26,CAN,P-58061,9
WC26,ECU,P-28364,21
WC26,SEN,P-40621,5
